project_id,city,province,city_confidence,notes,override_source,resolution_class,evidence_url,evidence_type,external_evidence_url,reviewer,review_date
2024_2024_first_batch_0069,Nanjing,Jiangsu,high,City token '南京' in legal entity name; province-only MIIT location.,firm_embedded_city_token,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_embedded_city_token,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0070,Xuzhou,Jiangsu,high,City token '徐州' in legal entity name; province-only MIIT location.,firm_embedded_city_token,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_embedded_city_token,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0072,Zhenjiang,Jiangsu,high,Hengshun vinegar production in Zhenjiang. (registry match: 江苏恒顺醋业),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0073,Yangzhou,Jiangsu,high,YAPP automotive fuel systems in Yangzhou. (registry match: 亚普汽车部件),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0074,Suzhou,Jiangsu,high,Lexy electric manufacturing in Suzhou. (registry match: 莱克电气股份),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0076,Nanjing,Jiangsu,high,City token '南京' in legal entity name; province-only MIIT location.,firm_embedded_city_token,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_embedded_city_token,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0077,Nantong,Jiangsu,high,CIMC tank container manufacturing in Nantong. (registry match: 中集安瑞环科技),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0078,Yangzhou,Jiangsu,high,Yawei machine tool in Yangzhou Jiangdu. (registry match: 江苏亚威机床),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0079,Changzhou,Jiangsu,high,Guomao reducer manufacturing in Changzhou. (registry match: 江苏国茂减速机),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0080,Yixing,Jiangsu,high,"Far East Cable HQ in Yixing, Wuxi. (registry match: 远东控股集团)",firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0081,Nanjing,Jiangsu,high,Sinopec Yangzi Petrochemical in Nanjing. (registry match: 中国石化扬子石油化工),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0083,Hangzhou,Zhejiang,high,Zhejiang Tobacco official site; Hangzhou corporate-location evidence.,external_verification_queue,external_evidence_verified,https://www.zjtobacco.com.cn/,company_site_registry,https://www.zjtobacco.com.cn/,,
2024_2024_first_batch_0084,Tongxiang,Zhejiang,high,China National Building Material / Tongxiang fiberglass base. (registry match: 巨石集团),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0085,Jiaxing,Zhejiang,high,City token '新凤鸣' in legal entity name; province-only MIIT location.,firm_embedded_city_token,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_embedded_city_token,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0086,Taizhou,Zhejiang,high,CFMOTO manufacturing in Taizhou (Wenling county cluster). (registry match: 浙江春风动力),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0087,Wenzhou,Zhejiang,high,Tengen electric in Wenzhou Yueqing. (registry match: 浙江天正电气),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0088,Taizhou,Zhejiang,high,Hisun Pharma in Taizhou. (registry match: 浙江海正药业),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0091,Hangzhou,Zhejiang,high,2024 annual report lists registered and headquarters addresses in 杭州滨江区.,external_verification_queue,external_evidence_verified,https://disc.static.szse.cn/disc/disk03/finalpage/2025-03-28/2c81e63a-b564-4298-bdac-913698e0213b.PDF,company_annual_report,https://disc.static.szse.cn/disc/disk03/finalpage/2025-03-28/2c81e63a-b564-4298-bdac-913698e0213b.PDF,,
2024_2024_first_batch_0092,Hangzhou,Zhejiang,high,Annual-report mirror lists registered and office address 浙江省杭州市滨江区六和路309号. Prefer SSE/official annual report PDF if found.,external_verification_queue,external_evidence_verified,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=9949281,company_annual_report,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=9949281,,
2024_2024_first_batch_0093,Hefei,Anhui,high,City token '南瑞' in legal entity name; province-only MIIT location.,firm_embedded_city_token,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_embedded_city_token,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0094,Hefei,Anhui,high,BSH home appliances manufacturing park in Hefei. (registry match: 博西华家用电器),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0095,Wuhu,Anhui,high,city from parenthetical in firm name: 芜湖,firm_parenthetical,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_parenthetical,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0096,Anqing,Anhui,high,Anhui Ring New piston/ring manufacturing in Anqing. (registry match: 安徽环新集团),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0097,Chuzhou,Anhui,high,City token '全柴' in legal entity name; province-only MIIT location.,firm_embedded_city_token,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_embedded_city_token,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0098,Hefei,Anhui,high,City token '合肥' in legal entity name; province-only MIIT location.,firm_embedded_city_token,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_embedded_city_token,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0099,Ningde,Fujian,high,City token '宁德' in legal entity name; province-only MIIT location.,firm_embedded_city_token,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_embedded_city_token,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0101,Putian,Fujian,high,City token '雪津' in legal entity name; province-only MIIT location.,firm_embedded_city_token,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_embedded_city_token,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0102,Zhangzhou,Fujian,high,City token '立达信' in legal entity name; province-only MIIT location.,firm_embedded_city_token,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_embedded_city_token,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0103,Quanzhou,Fujian,high,Ceramics sanitary ware cluster in Quanzhou/Dehua area. (registry match: 福建良瓷科技),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0104,Sanming,Fujian,high,Sansteel MinGuang in Sanming. (registry match: 福建三钢闽光),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0105,Zhangzhou,Fujian,high,Sanbao steel Zhangzhou. (registry match: 福建三宝钢铁),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0106,Jinjiang,Fujian,high,city from firm text: 福建省晋江市,firm_province_county,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_province_county,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0107,Guixi,Jiangxi,high,Jiangxi Copper in Guixi/Yingtan area. (registry match: 江西铜业股份),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0108,Nanchang,Jiangxi,high,Jiangzhong Pharma Nanchang. (registry match: 江中药业),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0109,Jiujiang,Jiangxi,high,Branch city from 分公司 pattern: 九江,project_branch_city,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,project_branch_city,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0110,Jingdezhen,Jiangxi,high,Changhe Aircraft Jingdezhen. (registry match: 昌河飞机工业),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0112,Yingtan,Jiangxi,high,Baotai nonferrous Yingtan. (registry match: 江西保太有色),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0113,Jiujiang,Jiangxi,high,City token '九江' in legal entity name; province-only MIIT location.,firm_embedded_city_token,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_embedded_city_token,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0114,Yingtan,Jiangxi,high,Zhongyi microconnect Yingtan. (registry match: 江西中易微连),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0115,Jinan,Shandong,high,Inspur servers Jinan. (registry match: 浪潮电子信息),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0116,Qingdao,Shandong,high,CRRC Qingdao Sifang. (registry match: 中车青岛四方),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0117,Linyi,Shandong,high,Yongfeng steel Linyi. (registry match: 山东钢铁集团永锋),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0118,Zaozhuang,Shandong,high,city from parenthetical in firm name: 枣庄,firm_parenthetical,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_parenthetical,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0119,Tai'an,Shandong,high,Road new materials Tai'an. (registry match: 山东路德新材料),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0120,Liaocheng,Shandong,high,Donge Ejiao Liaocheng. (registry match: 东阿阿胶),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0121,Zhaoyuan,Shandong,high,Linglong tire in Yantai/Zhaoyuan. (registry match: 山东玲珑轮胎),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0122,Weifang,Shandong,high,Weichai power Weifang. (registry match: 潍柴动力),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0123,Weifang,Shandong,high,Enviway biochemical Weifang. (registry match: 山东英轩实业),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
